mode,load,0_squeezenet1_0-32,1_vgg13-8,2_vgg13-8
mps-uncap,0.6,6.208658218383789,4.898548126220703,4.912614822387695
mig,0.6,12.179851531982422,16.357421875,16.404390335083008
mps-uncap,0.7,6.0024261474609375,4.84156608581543,4.880666732788086
mig,0.7,12.437820434570312,16.324520111083984,16.38174057006836
mps-uncap,0.8,6.270408630371094,4.920721054077148,4.901885986328125
mig,0.8,12.43281364440918,16.382455825805664,16.377687454223633
mps-uncap,0.9,6.085634231567383,4.863739013671875,4.906415939331055
mig,0.9,12.297391891479492,16.38507843017578,16.407489776611328
mps-uncap,1.0,6.323337554931641,4.926204681396484,4.975557327270508
mig,1.0,12.621879577636719,16.417741775512695,16.479015350341797
mps-uncap,1.1,15.957117080688477,5.733966827392578,5.751848220825195
mig,1.1,12.885808944702148,16.444683074951172,16.4949893951416
mps-uncap,1.2,12.169122695922852,5.214452743530273,5.758523941040039
mig,1.2,12.53509521484375,16.443490982055664,16.515731811523438
mps-uncap,1.3,11.948347091674805,5.273103713989258,6.253957748413086
mig,1.3,12.785673141479492,16.45207405090332,16.518354415893555
