mode,load,0_squeezenet1_0-32,1_vgg13-8,2_vgg13-8
mps-uncap,0.6,79.28228378295898,32.64260292053223,43.46799850463867
mig,0.6,74.91922378540039,84.3355655670166,99.42841529846191
mps-uncap,0.7,77.83961296081543,49.20506477355957,50.859928131103516
mig,0.7,155.5311679840088,160.26926040649414,116.9593334197998
mps-uncap,0.8,144.99545097351074,53.557395935058594,51.824331283569336
mig,0.8,159.6357822418213,219.2552089691162,292.18602180480957
mps-uncap,0.9,290.94529151916504,52.6430606842041,73.21572303771973
mig,0.9,306.8575859069824,810.1141452789307,502.4373531341553
mps-uncap,1.0,1644.9882984161377,95.54624557495117,98.04606437683105
mig,1.0,1889.631986618042,1020.3983783721924,665.4260158538818
mps-uncap,1.1,12933.326244354248,121.99759483337402,126.25956535339355
mig,1.1,8208.823680877686,6284.592628479004,5292.008638381958
mps-uncap,1.2,24986.65761947632,190.08779525756836,198.14109802246094
mig,1.2,14568.113327026367,14222.213983535767,14290.678977966309
mps-uncap,1.3,38072.56078720093,249.8478889465332,391.4000988006592
mig,1.3,21203.383207321167,20764.039516448975,20377.36225128174
