mode,load,0_squeezenet1_0-32,1_vgg13-8,2_vgg13-8
mps-uncap,0.6,13.484764099121097,5.472016334533692,5.91397285461426
mig,0.6,25.82473754882812,32.85527229309082,31.622648239135742
mps-uncap,0.7,20.406723022460938,8.387422561645506,8.356714248657228
mig,0.7,40.024733543395996,47.16260433197022,43.596601486206055
mps-uncap,0.8,34.91683006286621,10.61019897460938,10.599374771118164
mig,0.8,59.249901771545424,80.77538013458252,93.55459213256835
mps-uncap,0.9,85.71200370788574,14.055967330932617,16.489386558532715
mig,0.9,115.41047096252444,442.5986289978035,214.53180313110354
mps-uncap,1.0,1347.707748413086,28.457379341125502,23.37124347686768
mig,1.0,1579.9325942993166,612.5949621200562,400.9467124938965
mps-uncap,1.1,10945.343542098997,34.34648513793946,34.929513931274414
mig,1.1,7480.403423309326,5569.898843765259,4679.442596435547
mps-uncap,1.2,22497.80297279358,53.30228805541994,61.002349853515646
mig,1.2,13612.167835235598,12721.893048286438,13131.486225128174
mps-uncap,1.3,34635.91408729553,87.46962547302246,120.501446723938
mig,1.3,19246.514916419983,19150.96130371094,18164.425134658813
