mode,load,0_squeezenet1_0-32,1_vgg13-8,2_vgg13-8
mps-uncap,0.6,14.955759048461914,11.211085319519043,10.968732833862305
mig,0.6,15.248537063598633,17.33555793762207,17.42081642150879
mps-uncap,0.7,16.19710922241211,11.863946914672852,11.482954025268556
mig,0.7,15.161395072937012,17.260456085205078,17.284464836120605
mps-uncap,0.8,17.365193367004398,11.862444877624513,12.257814407348633
mig,0.8,15.09866714477539,17.419815063476562,17.352962493896484
mps-uncap,0.9,18.84160041809082,12.412357330322266,12.794256210327148
mig,0.9,15.078926086425783,17.419147491455078,17.469358444213867
mps-uncap,1.0,20.602822303771973,13.315010070800783,12.88738250732422
mig,1.0,14.953136444091797,17.569422721862793,17.591261863708496
mps-uncap,1.1,21.599578857421875,13.119792938232422,13.494372367858887
mig,1.1,14.879226684570312,17.551898956298828,17.638683319091797
mps-uncap,1.2,22.07803726196289,13.649511337280273,13.304853439331056
mig,1.2,14.198541641235355,17.48483180999756,17.49727725982666
mps-uncap,1.3,22.673654556274414,13.376951217651367,13.671040534973145
mig,1.3,15.007996559143068,17.507123947143555,17.536640167236328
