mode,load,0_squeezenet1_0-32,1_vgg13-8,2_vgg13-8
mps-uncap,0.6,89.65277671813965,44.08836364746094,51.422119140625
mig,0.6,87.75067329406738,101.02653503417969,115.97585678100586
mps-uncap,0.7,88.8974666595459,59.70573425292969,62.4239444732666
mig,0.7,168.63250732421875,177.2911548614502,133.77857208251953
mps-uncap,0.8,154.0548801422119,63.587188720703125,63.63725662231445
mig,0.8,173.53010177612305,235.82148551940918,308.8867664337158
mps-uncap,0.9,297.8551387786865,64.10527229309082,87.03947067260742
mig,0.9,324.4931697845459,826.9505500793457,519.1013813018799
mps-uncap,1.0,1662.9054546356201,103.33728790283203,109.04097557067871
mig,1.0,1902.9285907745361,1037.3711585998535,682.3973655700684
mps-uncap,1.1,12947.908401489258,133.195161819458,138.7341022491455
mig,1.1,8222.224712371826,6302.257299423218,5309.183597564697
mps-uncap,1.2,24999.02391433716,204.0841579437256,211.31229400634766
mig,1.2,14581.188201904297,14239.57347869873,14307.679891586304
mps-uncap,1.3,38086.000204086304,261.2650394439697,402.7237892150879
mig,1.3,21219.794511795044,20781.06737136841,20394.67692375183
