mode,load,0_densenet161-4,1_densenet169-4,2_squeezenet1_0-32
mps-uncap,0.8,16.614198684692383,17.32015609741211,5.969762802124023
mps-uncap,0.9,17.056941986083984,17.066240310668945,6.245851516723633
mps-uncap,1.0,16.62278175354004,17.180681228637695,6.963253021240234
mps-uncap,0.5,16.405582427978516,16.945362091064453,5.913019180297852
mps-uncap,0.6,16.34669303894043,16.941308975219727,5.932092666625977
mps-uncap,0.7,16.321182250976562,17.092466354370117,5.930662155151367
mps-uncap,0.1,16.571760177612305,17.299413681030273,6.253719329833984
mps-uncap,0.2,16.74962043762207,16.88861846923828,5.944490432739258
mps-uncap,0.3,16.207218170166016,16.933202743530273,5.919933319091797
mps-uncap,0.4,16.007661819458008,16.827106475830078,5.920648574829102
