mode,load,0_densenet161-4,1_densenet169-4,2_squeezenet1_0-32
mps-uncap,0.8,143.04694414138788,89.63773727416985,146.97799921035778
mps-uncap,0.9,412.4827027320861,138.47189426422122,3550.070905685425
mps-uncap,1.0,265.3397560119628,1496.5573287010193,9343.598735332489
mps-uncap,0.5,48.37604999542237,37.71834850311277,27.32836723327634
mps-uncap,0.6,69.53598022460942,51.108541488647454,44.00818347930911
mps-uncap,0.7,61.40260696411133,85.7287764549256,62.09058761596671
mps-uncap,0.1,19.442057609558127,24.38828945159911,9.593987464904782
mps-uncap,0.2,22.884941101074237,24.397983551025398,12.874021530151383
mps-uncap,0.3,26.958971023559524,25.69441318511963,17.634239196777337
mps-uncap,0.4,26.381607055664094,46.83082580566405,27.210602760314917
