mode,load,0_densenet161-4,1_densenet169-4,2_squeezenet1_0-32
mps-uncap,0.8,16.541242599487305,17.20142364501953,5.915403366088867
mps-uncap,0.9,16.46566390991211,17.038345336914062,5.973339080810547
mps-uncap,1.0,16.609668731689453,17.122745513916016,6.212949752807617
mps-uncap,0.5,16.320466995239258,16.80898666381836,5.901813507080078
mps-uncap,0.6,16.33453369140625,16.865015029907227,5.894660949707031
mps-uncap,0.7,16.23702049255371,16.90363883972168,5.890130996704102
mps-uncap,0.1,16.54672622680664,16.65353775024414,6.23321533203125
mps-uncap,0.2,16.27802848815918,16.876220703125,5.918025970458984
mps-uncap,0.3,16.156435012817383,16.752004623413086,5.906105041503906
mps-uncap,0.4,15.954732894897461,16.735076904296875,5.898714065551758
