mode,load,0_densenet161-4,1_densenet169-4,2_squeezenet1_0-32
mps-uncap,0.8,110.1919174194336,66.98079109191896,87.71307468414314
mps-uncap,0.9,312.12623119354265,99.27649497985844,3082.079792022705
mps-uncap,1.0,176.9869327545166,1298.6658334732056,8450.111269950867
mps-uncap,0.5,38.11018466949462,36.72516345977783,20.74894905090332
mps-uncap,0.6,52.74288654327393,42.46950149536133,28.022384643554688
mps-uncap,0.7,52.43408679962158,65.25444984436038,38.754940032958984
mps-uncap,0.1,33.75272750854492,33.89620780944824,12.10446357727051
mps-uncap,0.2,31.01193904876709,31.28154277801514,13.819074630737306
mps-uncap,0.3,30.376172065734867,30.920934677124027,15.452122688293457
mps-uncap,0.4,31.058287620544437,35.59880256652832,18.43547821044922
