mode,load,0_densenet161-4,1_densenet169-4,2_squeezenet1_0-32
mps-uncap,0.8,33.38699817657471,27.523479461669915,10.681476593017578
mps-uncap,0.9,34.5327091217041,28.352041244506836,9.789953231811525
mps-uncap,1.0,29.983997344970703,32.78134822845459,9.48925018310547
mps-uncap,0.5,31.79071426391602,30.522806644439697,10.902700424194334
mps-uncap,0.6,32.064635753631606,25.452826023101803,11.21574878692627
mps-uncap,0.7,28.3124327659607,32.09899663925171,11.102151870727532
mps-uncap,0.1,39.03536796569826,37.74738311767577,12.014365196228024
mps-uncap,0.2,31.744861602783203,32.513868808746345,11.047201156616213
mps-uncap,0.3,29.690878391265866,29.81196165084839,11.160261631011956
mps-uncap,0.4,31.218690872192386,31.159896850585934,11.001391410827637
