mode,load,0_densenet161-4,1_densenet169-4,2_squeezenet1_0-32
mps-uncap,0.8,31.868624687194828,25.25615692138672,8.61666202545166
mps-uncap,0.9,32.85791873931885,25.914525985717777,8.612632751464844
mps-uncap,1.0,28.45144271850586,31.910824775695804,8.692622184753418
mps-uncap,0.5,26.15547180175781,24.777817726135257,9.074449539184572
mps-uncap,0.6,29.622411727905273,23.38578701019287,8.98270606994629
mps-uncap,0.7,25.974273681640625,29.509353637695312,8.917093276977539
mps-uncap,0.1,32.81722068786622,31.152009963989258,10.680294036865234
mps-uncap,0.2,29.73318099975586,30.60736656188965,9.5458984375
mps-uncap,0.3,26.034259796142578,23.864150047302246,9.482693672180176
mps-uncap,0.4,24.56204891204834,23.42166900634766,9.259605407714846
