mode,load,0_densenet201-2,1_resnet152-16,2_vgg16-32
mps-uncap,0.8,20.364999771118164,15.480995178222656,19.179582595825195
mps-uncap,0.9,21.19159698486328,16.30234718322754,19.47498321533203
mps-uncap,1.0,22.082805633544922,15.495061874389648,19.259929656982422
mps-uncap,0.5,20.681381225585938,15.093326568603516,19.02174949645996
mps-uncap,0.6,20.420551300048828,15.322208404541016,19.11139488220215
mps-uncap,0.7,20.541906356811523,15.121221542358398,19.13142204284668
mps-uncap,0.1,21.589279174804688,15.741348266601562,20.95341682434082
mps-uncap,0.2,21.004438400268555,14.940261840820312,18.885135650634766
mps-uncap,0.3,20.788192749023438,15.291690826416016,18.934011459350586
mps-uncap,0.4,20.589351654052734,14.798164367675781,18.962621688842773
