mode,load,0_alexnet-2,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_large-8
mps-uncap,1.0,0.025272369384765625,0.0007152557373046875,0.000476837158203125,0.0007152557373046875
