mode,load,0_efficientnet_b6-8,1_inception_v3-32,2_squeezenet1_0-4
mps-uncap,0.8,455.1675319671631,236.0067367553711,74.19490814208984
mps-uncap,0.9,909.5449447631836,706.2075138092041,178.96223068237305
mps-uncap,1.0,9496.253967285156,1936.356544494629,6041.6905879974365
mps-uncap,0.5,99.96461868286133,74.02467727661133,18.44000816345215
mps-uncap,0.6,124.03702735900879,92.27848052978516,23.587942123413086
mps-uncap,0.7,245.1324462890625,141.37840270996094,41.097164154052734
mps-uncap,0.1,29.76822853088379,27.01401710510254,7.781744003295898
mps-uncap,0.2,46.27656936645508,37.90998458862305,9.023904800415039
mps-uncap,0.3,37.261962890625,31.875133514404297,16.44420623779297
mps-uncap,0.4,84.35916900634766,46.15354537963867,19.34671401977539
