mode,load,0_efficientnet_b6-8,1_inception_v3-32,2_squeezenet1_0-4
mps-uncap,0.8,17.35997200012207,11.245250701904297,1.7082691192626953
mps-uncap,0.9,17.292499542236328,11.573553085327148,1.7371177673339844
mps-uncap,1.0,19.033432006835938,13.290882110595703,1.7313957214355469
mps-uncap,0.5,17.388105392456055,10.911226272583008,1.714468002319336
mps-uncap,0.6,17.15874671936035,10.74981689453125,1.7118453979492188
mps-uncap,0.7,17.2426700592041,11.095285415649414,1.718282699584961
mps-uncap,0.1,17.563343048095703,11.1083984375,1.8987655639648438
mps-uncap,0.2,17.44985580444336,11.11745834350586,1.8320083618164062
mps-uncap,0.3,17.3494815826416,10.814428329467773,1.779794692993164
mps-uncap,0.4,17.333984375,10.837793350219727,1.7292499542236328
