mode,load,0_efficientnet_b6-8,1_inception_v3-32,2_squeezenet1_0-4
mps-uncap,0.8,224.661922454834,72.72124290466307,19.830036163330078
mps-uncap,0.9,306.3410758972168,509.19342041015625,111.7983341217041
mps-uncap,1.0,8341.47596359253,1287.3955726623535,5441.963243484497
mps-uncap,0.5,23.97704124450684,18.399953842163086,3.696155548095703
mps-uncap,0.6,40.48957824707032,28.08852195739746,5.164623260498047
mps-uncap,0.7,74.23820495605472,38.129448890686035,8.062219619750975
mps-uncap,0.1,0.05540847778320313,1.2134552001953138,0.6590843200683579
mps-uncap,0.2,9.960603713989261,9.144306182861328,2.4576187133789062
mps-uncap,0.3,12.668371200561523,10.032129287719734,3.33409309387207
mps-uncap,0.4,18.47541332244873,12.856149673461918,3.582477569580078
