mode,load,0_efficientnet_b6-8,1_inception_v3-32,2_squeezenet1_0-4
mps-uncap,0.8,34.85262393951416,15.151023864746094,3.838777542114258
mps-uncap,0.9,73.60005378723145,172.4381446838379,31.39328956604004
mps-uncap,1.0,5151.127815246582,639.4119262695312,2820.5697536468506
mps-uncap,0.5,0.027894973754882812,0.028371810913085938,0.0209808349609375
mps-uncap,0.6,4.3182373046875,0.9207725524902344,0.025510787963867188
mps-uncap,0.7,13.402462005615234,6.558656692504883,1.0251998901367188
mps-uncap,0.1,0.04220008850097656,0.041484832763671875,0.030040740966796875
mps-uncap,0.2,0.03409385681152344,0.030755996704101562,0.027179718017578125
mps-uncap,0.3,0.030755996704101562,0.027179718017578125,0.026226043701171875
mps-uncap,0.4,0.029802322387695312,0.027418136596679688,0.025987625122070312
