mode,load,0_mobilenet_v3_small-16,1_resnet34-32,2_vgg19-32
mps-uncap,0.8,502.27816704144857,693.2745272035748,1006.7458510077097
mps-uncap,0.9,568.066709378231,744.4595550174323,1132.99780689814
mps-uncap,1.0,650.6888034074394,812.207787934795,1280.1550901791875
mps-uncap,0.5,304.5506468137475,431.33578718665933,635.6004775371563
mps-uncap,0.6,366.87955967428843,522.0176027825023,732.1136447390646
mps-uncap,0.7,446.3688722623183,606.1988542396775,856.4294030705968
mps-uncap,0.1,61.0081883145835,83.8730517936436,117.4359944399753
mps-uncap,0.2,118.89009887374856,159.43362741124955,270.74288357123163
mps-uncap,0.3,187.08296079221452,249.84892722392453,363.18437251104143
mps-uncap,0.4,257.70267560332366,341.70168353267746,514.5523808716018
