mode,load,0_mobilenet_v3_small-16,1_resnet34-32,2_vgg19-32
mps-uncap,0.8,128.26373815536496,136.71863555908203,170.80919265747067
mps-uncap,0.9,180.2525997161865,535.1172947883606,368.06231498718216
mps-uncap,1.0,641.3987159729002,445.4565024375913,1201.235055923462
mps-uncap,0.5,37.39677190780638,61.780595779418945,86.92585706710804
mps-uncap,0.6,40.990018844604506,62.50956535339357,94.98344659805299
mps-uncap,0.7,61.116399765014606,118.09343099594122,155.46479225158689
mps-uncap,0.1,18.610019683837898,32.23590850830075,40.54139137268065
mps-uncap,0.2,21.424865722656254,34.36259508132934,54.76236343383789
mps-uncap,0.3,23.697333335876454,36.525187492370605,54.172644615173326
mps-uncap,0.4,29.299297332763643,55.66749572753902,76.72181606292723
