mode,load,0_mobilenet_v3_small-16,1_resnet34-32,2_vgg19-32
mps-uncap,0.8,0.011444091796875,0.011444091796875,0.013589859008789062
mps-uncap,0.9,0.011920928955078125,0.01239776611328125,0.014066696166992188
mps-uncap,1.0,0.011444091796875,0.013113021850585938,0.015735626220703125
mps-uncap,0.5,0.011920928955078125,0.01049041748046875,0.012636184692382812
mps-uncap,0.6,0.010967254638671875,0.011920928955078125,0.012874603271484375
mps-uncap,0.7,0.011920928955078125,0.011920928955078125,0.013113021850585938
mps-uncap,0.1,0.019550323486328125,0.029325485229492188,0.0152587890625
mps-uncap,0.2,0.012874603271484375,0.019073486328125,0.0133514404296875
mps-uncap,0.3,0.011444091796875,0.019073486328125,0.0133514404296875
mps-uncap,0.4,0.011682510375976562,0.012159347534179688,0.012159347534179688
