mode,load,0_mobilenet_v3_small-16,1_resnet34-32,2_vgg19-32
mps-uncap,0.8,2.4156570434570312,6.25300407409668,20.290136337280273
mps-uncap,0.9,2.426624298095703,6.290435791015625,20.36309242248535
mps-uncap,1.0,3.0202865600585938,7.818698883056641,20.578384399414062
mps-uncap,0.5,2.458333969116211,6.234884262084961,20.229816436767578
mps-uncap,0.6,2.412080764770508,6.227016448974609,20.180702209472656
mps-uncap,0.7,2.4483203887939453,6.241083145141602,20.211458206176758
mps-uncap,0.1,2.566099166870117,6.235361099243164,20.151853561401367
mps-uncap,0.2,2.5413036346435547,6.246089935302734,20.135879516601562
mps-uncap,0.3,2.4809837341308594,6.245613098144531,20.137786865234375
mps-uncap,0.4,2.381563186645508,6.206512451171875,20.139694213867188
