mode,load,0_mobilenet_v3_small-16,1_resnet34-32,2_vgg19-32
mps-uncap,0.8,197.62420654296875,184.50069427490234,208.62579345703125
mps-uncap,0.9,238.6610507965088,601.48024559021,420.2532768249512
mps-uncap,1.0,748.1858730316162,561.2690448760986,1250.7765293121338
mps-uncap,0.5,57.61361122131348,86.63010597229004,113.037109375
mps-uncap,0.6,61.704158782958984,96.18949890136719,116.82510375976562
mps-uncap,0.7,108.37125778198242,187.06130981445312,217.3001766204834
mps-uncap,0.1,22.228717803955078,33.85734558105469,42.716026306152344
mps-uncap,0.2,27.801513671875,37.45150566101074,69.76556777954102
mps-uncap,0.3,33.118247985839844,55.55105209350586,87.08405494689941
mps-uncap,0.4,42.16265678405762,79.85186576843262,103.80172729492188
