mode,load,0_mobilenet_v3_small-16,1_resnet34-32,2_vgg19-32
mps-uncap,0.8,30.27963638305664,42.39916801452637,27.14085578918457
mps-uncap,0.9,32.888174057006836,43.656349182128906,27.04477310180664
mps-uncap,1.0,36.916255950927734,45.08328437805176,28.903961181640625
mps-uncap,0.5,25.76446533203125,41.7170524597168,25.917530059814453
mps-uncap,0.6,26.448488235473633,43.744802474975586,25.981426239013672
mps-uncap,0.7,29.532670974731445,42.82498359680176,26.331186294555664
mps-uncap,0.1,22.2015380859375,33.72764587402344,24.023056030273438
mps-uncap,0.2,23.655414581298828,37.39190101623535,24.532556533813477
mps-uncap,0.3,24.361133575439453,37.71376609802246,24.934768676757812
mps-uncap,0.4,24.974346160888672,40.92669486999512,25.699377059936523
