mode,load,0_mobilenet_v3_small-16,1_resnet34-32,2_vgg19-32
mps-uncap,0.8,26.436898708343506,41.09842300415039,26.42695426940918
mps-uncap,0.9,26.82620525360107,41.48984432220459,26.436901092529297
mps-uncap,1.0,27.39483118057249,42.15319633483886,26.57515525817871
mps-uncap,0.5,23.456125259399407,39.711947441101074,25.28372049331665
mps-uncap,0.6,24.56357955932618,39.32173728942871,25.444495677947998
mps-uncap,0.7,25.36211013793945,40.69928646087647,25.865268707275387
mps-uncap,0.1,18.544759750366218,28.077316284179663,23.338127136230465
mps-uncap,0.2,20.722770690917987,34.30412292480468,23.969650268554688
mps-uncap,0.3,21.147837638854973,35.99087476730347,23.892669677734375
mps-uncap,0.4,22.1662425994873,37.97430992126465,24.58144187927246
