mode,load,0_mobilenet_v3_large-32,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,1.0,18.140316009521484,30.09653091430664,13.773918151855469
mig,1.0,18.09096336364746,22.934436798095703,9.747743606567383
