mode,load,0_mobilenet_v3_large-32,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,1.0,9.73057746887207,20.6315279006958,6.972274780273437
mig,1.0,11.956260204315193,16.203384399414062,5.321300029754638
