mode,load,0_mobilenet_v3_large-32,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,1.0,7.1353912353515625,16.115665435791016,4.864692687988281
mig,1.0,9.74130630493164,15.31219482421875,4.907369613647461
