mode,load,0_mobilenet_v3_large-32,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,1.0,7.135629653930664,16.115903854370117,4.864931106567383
mig,1.0,9.74130630493164,15.312433242797852,4.9076080322265625
