mode,load,0_mobilenet_v3_large-32,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,1.0,8.117914199829102,18.589377403259277,5.789518356323242
mig,1.0,10.266542434692383,15.480518341064453,4.987478256225586
