mode,load,0_mobilenet_v3_large-32,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,1.0,8.897686004638672,19.750595092773438,6.306886672973633
mig,1.0,10.777258872985842,15.695905685424803,5.095958709716797
