mode,load,0_mobilenet_v3_large-32,1_efficientnet_b5-4,2_mobilenet_v3_large-8
mps-uncap,1.0,8.89744758605957,19.750475883483887,6.306648254394531
mig,1.0,10.777091979980469,15.695667266845701,5.095720291137695
