mode,load,0_alexnet-32,1_efficientnet_b6-2,2_efficientnet_b7-2
mps-uncap,0.8,2.621889114379883,17.01068878173828,20.972728729248047
mps-uncap,0.9,2.6891231536865234,16.844511032104492,21.852970123291016
mps-uncap,1.0,2.6543140411376953,17.401695251464844,21.852493286132812
mps-uncap,0.5,2.6102066040039062,16.879558563232422,20.85137367248535
mps-uncap,0.6,2.6116371154785156,16.896724700927734,20.563602447509766
mps-uncap,0.7,2.618074417114258,17.078876495361328,20.828723907470703
mps-uncap,0.1,2.633333206176758,16.96014404296875,20.947933197021484
mps-uncap,0.2,2.620220184326172,16.895532608032227,21.138668060302734
mps-uncap,0.3,2.616405487060547,17.035961151123047,20.586252212524414
mps-uncap,0.4,2.6264190673828125,17.093420028686523,20.56717872619629
