mode,load,0_alexnet-32,1_efficientnet_b6-2,2_efficientnet_b7-2
mps-uncap,0.8,31.682682037353526,198.31430912017822,245.50282955169678
mps-uncap,0.9,1861.8429899215698,4653.181052207948,1880.5698871612549
mps-uncap,1.0,8692.11208820343,7102.037429809572,4819.937896728516
mps-uncap,0.5,6.671094894409181,33.44969749450682,39.774179458618164
mps-uncap,0.6,8.938932418823244,50.66199302673343,60.95170974731445
mps-uncap,0.7,16.695499420166016,100.01707077026367,114.79792594909671
mps-uncap,0.1,2.3698806762695304,11.53867244720459,0.12052059173584224
mps-uncap,0.2,3.1257152557373082,12.254095077514648,14.004135131835941
mps-uncap,0.3,4.074907302856445,16.575241088867188,20.599460601806648
mps-uncap,0.4,5.321788787841798,28.10530662536623,25.781035423278812
