mode,load,0_alexnet-32,1_efficientnet_b6-2,2_efficientnet_b7-2
mps-uncap,0.8,34.674501419067404,217.12899208068848,269.45340633392334
mps-uncap,0.9,1864.9063110351562,4672.654628753662,1904.1485786437988
mps-uncap,1.0,8695.240712165833,7120.766520500185,4843.257951736451
mps-uncap,0.5,9.934377670288097,51.78050994873046,62.29090690612793
mps-uncap,0.6,11.927223205566406,69.1230297088623,83.43768119812012
mps-uncap,0.7,19.681215286254883,118.28017234802246,136.94729804992676
mps-uncap,0.1,7.003831863403318,31.942319869995114,37.16256618499756
mps-uncap,0.2,7.434678077697757,30.667781829833988,35.821342468261726
mps-uncap,0.3,7.891654968261724,34.39772129058838,42.03705787658692
mps-uncap,0.4,9.060239791870119,45.95882892608645,46.932148933410645
