mode,load,0_inception_v3-2,1_vgg11-4,2_vgg13-2
mps-uncap,0.8,4.767894744873047,1.8274784088134766,1.6422271728515625
mps-uncap,0.9,4.729032516479492,1.8401145935058594,1.6505718231201172
mps-uncap,1.0,5.069255828857422,1.833200454711914,1.6558170318603516
mps-uncap,0.5,4.871845245361328,1.8248558044433594,1.64794921875
mps-uncap,0.6,4.932641983032227,1.8317699432373047,1.6465187072753906
mps-uncap,0.7,4.8274993896484375,1.8291473388671875,1.6336441040039062
mps-uncap,0.1,5.105018615722656,1.8343925476074219,1.6486644744873047
mps-uncap,0.2,4.96363639831543,1.8346309661865234,1.6446113586425781
mps-uncap,0.3,4.812479019165039,1.833200454711914,1.6460418701171875
mps-uncap,0.4,4.860639572143555,1.8291473388671875,1.6481876373291016
