mode,load,0_inception_v3-2,1_vgg11-4,2_vgg13-2
mps-uncap,0.8,13.939018249511719,3.5626792907714844,3.584113121032715
mps-uncap,0.9,13.536381721496584,3.729019165039062,3.6797618865966797
mps-uncap,1.0,15.207529067993164,3.889882564544678,3.7130475044250493
mps-uncap,0.5,13.278517723083496,3.3267927169799822,3.305244445800783
mps-uncap,0.6,13.198332786560055,3.3343052864074707,3.421306610107422
mps-uncap,0.7,13.224596977233887,3.430910110473633,3.502805233001709
mps-uncap,0.1,13.67199182510376,2.941913604736328,2.9907703399658194
mps-uncap,0.2,13.642387390136719,3.106727600097656,3.0968618392944336
mps-uncap,0.3,13.067941665649412,3.186297416687011,3.244197368621826
mps-uncap,0.4,13.305683135986328,3.2267212867736816,3.3072280883789054
