mode,load,0_inception_v3-2,1_vgg11-4,2_vgg13-2
mps-uncap,0.8,11.15274429321289,3.7249326705932617,3.6454200744628906
mps-uncap,0.9,15.81883430480957,6.2732696533203125,6.26683235168457
mps-uncap,1.0,219.03657913208008,90.0411605834961,64.85724449157715
mps-uncap,0.5,11.470317840576172,2.5339126586914062,2.382993698120117
mps-uncap,0.6,10.126352310180664,2.807736396789551,2.7976036071777344
mps-uncap,0.7,10.091543197631836,3.0410289764404297,3.045201301574707
mps-uncap,0.1,12.188434600830078,2.0208358764648438,1.9092559814453125
mps-uncap,0.2,12.200593948364258,2.0134449005126953,1.8923282623291016
mps-uncap,0.3,11.995434761047363,2.0586252212524414,1.9414424896240234
mps-uncap,0.4,12.057065963745117,2.2319555282592773,2.0780563354492188
