mode,load,0_inception_v3-2,1_vgg11-4,2_vgg13-2
mps-uncap,0.8,38.22935104370118,20.75279712677002,19.431390762329116
mps-uncap,0.9,76.77335739135758,36.17731094360351,43.46416473388672
mps-uncap,1.0,561.1304974555969,257.34782218933117,207.68328905105605
mps-uncap,0.5,22.176513671874996,5.5474615097046325,5.382728576660159
mps-uncap,0.6,25.26892185211181,7.055974006652832,6.1054229736328125
mps-uncap,0.7,22.04523324966431,9.544992446899418,9.311110973358153
mps-uncap,0.1,11.06947660446167,1.68977737426758,1.6925334930419917
mps-uncap,0.2,12.410717010498054,2.2563362121582022,2.129983901977539
mps-uncap,0.3,19.07540321350095,2.9973483085632093,2.9641866683959877
mps-uncap,0.4,20.166845321655252,4.041898250579835,3.58189105987548
