mode,load,0_inception_v3-2,1_vgg11-4,2_vgg13-2
mps-uncap,0.8,8.50069522857666,2.7518272399902344,2.688169479370117
mps-uncap,0.9,10.155439376831055,3.039121627807617,3.0400753021240234
mps-uncap,1.0,13.167381286621094,3.314375877380371,3.2285451889038086
mps-uncap,0.5,9.414434432983398,2.123594284057617,1.9092559814453125
mps-uncap,0.6,8.684635162353516,2.241373062133789,2.0537376403808594
mps-uncap,0.7,8.391976356506348,2.464771270751953,2.332448959350586
mps-uncap,0.1,12.014150619506836,1.9638538360595703,1.8482208251953125
mps-uncap,0.2,11.988401412963867,1.9524097442626953,1.8270015716552734
mps-uncap,0.3,11.670351028442383,1.9588470458984375,1.8433332443237305
mps-uncap,0.4,11.301279067993164,2.0160675048828125,1.9135475158691406
