mode,load,0_inception_v3-2,1_vgg11-4,2_vgg13-2
mps-uncap,0.8,15.556097030639648,4.476070404052734,4.296064376831055
mps-uncap,0.9,14.41192626953125,4.270076751708984,3.985166549682617
mps-uncap,1.0,16.678571701049805,4.7130584716796875,4.720926284790039
mps-uncap,0.5,18.982648849487305,3.757953643798828,3.772735595703125
mps-uncap,0.6,14.141321182250977,3.790140151977539,3.7994384765625
mps-uncap,0.7,14.281749725341797,3.850221633911133,4.156351089477539
mps-uncap,0.1,15.56253433227539,3.216266632080078,3.3884048461914062
mps-uncap,0.2,13.88406753540039,3.3757686614990234,3.367185592651367
mps-uncap,0.3,15.393257141113281,3.4372806549072266,3.665924072265625
mps-uncap,0.4,14.64533805847168,3.656625747680664,3.9958953857421875
