mode,load,0_inception_v3-8,1_squeezenet1_1-32,2_vgg11-16
mps-uncap,0.8,149.38896656036377,117.31514453887948,120.32356262207045
mps-uncap,0.9,247.9286575317383,253.30643653869612,693.0686569213866
mps-uncap,1.0,1249.5034337043767,4355.452632904054,6941.060616970061
mps-uncap,0.5,44.35222864151,28.60157489776611,32.623353004455524
mps-uncap,0.6,53.63938331604002,37.90795326232909,42.54601716995232
mps-uncap,0.7,83.47958564758328,60.583791732788114,84.28040981292726
mps-uncap,0.1,32.89924621582026,18.379762172698893,17.379827499389638
mps-uncap,0.2,33.4487557411194,18.451349735260006,15.779757499694822
mps-uncap,0.3,38.04016351699823,17.71480083465575,19.18482780456543
mps-uncap,0.4,37.43594884872437,20.86445808410642,24.38677310943604
