mode,load,0_inception_v3-8,1_squeezenet1_1-32,2_vgg11-16
mps-uncap,0.8,0.012159347534179688,0.010967254638671875,0.0095367431640625
mps-uncap,0.9,0.011920928955078125,0.0095367431640625,0.011205673217773438
mps-uncap,1.0,0.012159347534179688,0.013828277587890625,0.015497207641601562
mps-uncap,0.5,0.010728836059570312,0.010728836059570312,0.009059906005859375
mps-uncap,0.6,0.011444091796875,0.009059906005859375,0.009298324584960938
mps-uncap,0.7,0.010013580322265625,0.0095367431640625,0.009775161743164062
mps-uncap,0.1,0.016689300537109375,0.013589859008789062,0.013113021850585938
mps-uncap,0.2,0.015497207641601562,0.012159347534179688,0.011444091796875
mps-uncap,0.3,0.013113021850585938,0.013828277587890625,0.011205673217773438
mps-uncap,0.4,0.012159347534179688,0.010967254638671875,0.010728836059570312
