mode,load,0_inception_v3-8,1_squeezenet1_1-32,2_vgg11-16
mps-uncap,0.8,177.1186560921484,2269.3830533574705,1653.740826535405
mps-uncap,0.9,201.0142890556495,2554.162242219098,1874.457116075574
mps-uncap,1.0,241.13702195669785,2655.9701637673074,1859.7652160941745
mps-uncap,0.5,116.60973729225795,1413.4322002397212,1052.7611595008577
mps-uncap,0.6,130.07966864707447,1698.216470064337,1266.5689493610719
mps-uncap,0.7,154.38364971196316,1949.6480210046877,1459.9328118702065
mps-uncap,0.1,20.381711815465284,303.56379036207977,210.2677470191204
mps-uncap,0.2,45.989022353614615,576.3835311978884,402.7141022623285
mps-uncap,0.3,66.64730501021802,828.0360329874452,641.2754053816981
mps-uncap,0.4,91.26194118280762,1074.894346502713,823.1891015619124
