mode,load,0_vgg16-4,1_alexnet-16,2_vgg19-16
mps-uncap,0.6,0.03337860107421875,0.0324249267578125,0.032901763916015625
mig,0.6,1.4674663543701172,1.262068748474121,16.575098037719727
mps-uncap,0.7,0.034809112548828125,0.17952919006347656,0.028848648071289062
mig,0.7,4.50742244720459,2.773165702819824,23.622989654541016
mps-uncap,0.8,2.4976730346679688,2.1610260009765625,0.02384185791015625
mig,0.8,7.626056671142578,4.3087005615234375,53.4282922744751
mps-uncap,0.9,5.164861679077148,4.377961158752441,0.019073486328125
mig,0.9,19.594669342041016,9.54294204711914,120.5134391784668
mps-uncap,1.0,19.79529857635498,18.970966339111328,0.018835067749023438
mig,1.0,418.7898635864258,85.65187454223633,2685.1181983947754
mps-uncap,1.1,490.89372158050537,2951.6425132751465,0.019311904907226562
mig,1.1,3472.8492498397827,3206.6516876220703,5670.02534866333
mps-uncap,1.2,3557.781457901001,6339.787721633911,0.026106834411621094
mig,1.2,6422.3058223724365,5615.298748016357,6055.015087127686
mps-uncap,1.3,9969.7744846344,11675.036668777466,4.091978073120117
mig,1.3,9092.688798904419,9066.040515899658,10490.171194076538
