mode,load,0_densenet169-16,1_inception_v3-8,2_resnet50-4
mps-uncap,0.8,168.7075161933899,307.86767005920416,133.5886120796203
mps-uncap,0.9,432.88503646850535,127.50077247619623,2019.9026226997375
mps-uncap,1.0,1697.187232971191,5977.393722534181,9073.375940322876
mps-uncap,0.5,47.02850341796875,26.204080581664947,18.469805717468258
mps-uncap,0.6,67.11806535720825,35.729837417602525,26.214208602905266
mps-uncap,0.7,109.54630374908447,54.59212541580204,38.4365463256836
mps-uncap,0.1,23.359127044677738,25.548336505889896,12.661750316619875
mps-uncap,0.2,28.342318534851078,22.641158103942857,17.704329490661618
mps-uncap,0.3,29.75708246231079,20.853338241577134,17.44208335876465
mps-uncap,0.4,37.805109024047866,23.47435951232907,15.437393188476557
