mode,load,0_densenet169-16,1_inception_v3-8,2_resnet50-4
mps-uncap,0.8,110.65540313720703,82.70955085754395,66.9717788696289
mps-uncap,0.9,361.9122982025147,81.17818832397461,1914.974331855774
mps-uncap,1.0,1605.3659915924072,5273.114490509033,8108.228921890259
mps-uncap,0.5,37.75525093078613,22.328615188598636,14.49823379516602
mps-uncap,0.6,50.05781650543213,25.774788856506348,19.276738166809082
mps-uncap,0.7,71.27320766448975,36.67304515838624,22.86596298217773
mps-uncap,0.1,31.71606063842773,24.196720123291016,15.21384716033936
mps-uncap,0.2,31.885409355163567,22.598981857299805,16.616249084472656
mps-uncap,0.3,33.26308727264404,20.053815841674805,14.594769477844238
mps-uncap,0.4,36.219358444213874,21.49486541748047,12.56115436553955
