mode,load,0_densenet169-16,1_inception_v3-8,2_resnet50-4
mps-uncap,0.8,273.48995208740234,423.9377975463867,178.55548858642578
mps-uncap,0.9,543.3228015899658,171.15306854248047,2064.8388862609863
mps-uncap,1.0,1816.0560131072998,6061.312437057495,9155.006170272827
mps-uncap,0.5,91.77899360656738,84.45596694946289,42.11831092834473
mps-uncap,0.6,122.82490730285645,71.57659530639648,47.232627868652344
mps-uncap,0.7,178.9238452911377,91.47834777832031,61.71679496765137
mps-uncap,0.1,52.696943283081055,50.31728744506836,30.11941909790039
mps-uncap,0.2,55.47952651977539,46.66495323181152,37.29510307312012
mps-uncap,0.3,55.61375617980957,44.272422790527344,44.15726661682129
mps-uncap,0.4,66.78605079650879,47.46437072753906,35.40778160095215
