mode,load,0_resnet101-2,1_resnet18-16,2_squeezenet1_0-8
mps-uncap,0.8,15.536069869995117,7.6045989990234375,6.022214889526367
mps-uncap,0.9,14.570951461791992,7.320404052734375,6.154060363769531
mps-uncap,1.0,14.329671859741211,7.877349853515625,6.280422210693359
mps-uncap,0.5,16.980886459350586,7.534027099609375,6.772041320800781
mps-uncap,0.6,15.379190444946289,7.002115249633789,6.336212158203125
mps-uncap,0.7,15.214920043945312,7.608175277709961,6.25157356262207
mps-uncap,0.1,24.49941635131836,8.30221176147461,9.37032699584961
mps-uncap,0.2,23.796796798706055,8.609533309936523,6.495475769042969
mps-uncap,0.3,23.689985275268555,11.24119758605957,8.381843566894531
mps-uncap,0.4,19.292593002319336,8.722305297851562,6.794214248657227
