mode,load,0_resnet101-2,1_resnet18-16,2_squeezenet1_0-8
mps-uncap,0.8,146.82003021240234,60.44715881347656,31.07495307922359
mps-uncap,0.9,1946.9757080078125,410.131573677063,43.84307861328124
mps-uncap,1.0,11514.958887100222,9174.341082572937,284.17621850967424
mps-uncap,0.5,41.10571861267091,16.90570831298827,13.40122699737549
mps-uncap,0.6,50.090951919555664,18.875937461853006,15.902059078216565
mps-uncap,0.7,81.10692501068127,30.63819885253906,17.35097885131836
mps-uncap,0.1,40.15132904052724,9.718947410583478,8.410472869873049
mps-uncap,0.2,39.04242515563963,11.238143444061272,10.323858261108398
mps-uncap,0.3,33.969154357910114,13.049087524414055,10.794610977172852
mps-uncap,0.4,34.23219919204702,15.463802814483635,12.1490478515625
