mode,load,0_resnet101-2,1_resnet18-16,2_squeezenet1_0-8
mps-uncap,0.8,135.99846839904782,55.870399475097656,28.042631149291978
mps-uncap,0.9,1935.133934020996,405.6246995925903,40.48962593078608
mps-uncap,1.0,11502.687826156616,9169.576585292816,280.9276318550111
mps-uncap,0.5,31.726167201995885,13.124694824218741,10.379328727722172
mps-uncap,0.6,40.043525695800774,14.765360355377172,12.624366283416766
mps-uncap,0.7,70.47247886657722,26.51385307312009,14.323041439056396
mps-uncap,0.1,25.377111434936502,4.7405290603637615,4.217977523803711
mps-uncap,0.2,27.993707656860344,6.7378735542297346,6.537771224975587
mps-uncap,0.3,23.09864997863769,8.830018043518054,7.163381576538073
mps-uncap,0.4,24.70823526382438,11.263747215270989,9.122457504272463
