mode,load,0_inception_v3-4,1_mobilenet_v2-32,2_mobilenet_v2-32,3_mobilenet_v3_small-16
mps-uncap,1.0,205.34452685038835,2886.5684899493704,2886.5790858243627,1714.5997946417856
