mode,load,0_vgg16-2,1_efficientnet_b5-2,2_squeezenet1_1-2
mps-uncap,1.0,0.0059604644775390625,0.0069141387939453125,0.0007152557373046875
mig,1.0,0.0057220458984375,0.0069141387939453125,0.0064373016357421875
