mode,load,0_vgg16-2,1_efficientnet_b5-2,2_squeezenet1_1-2
mps-uncap,1.0,14.648675918579102,25.80547332763672,14.47916030883789
mig,1.0,18.105030059814453,22.33743667602539,16.194581985473633
