mode,load,0_vgg16-2,1_efficientnet_b5-2,2_squeezenet1_1-2
mps-uncap,1.0,3.0972957611083984,16.84654474258423,2.617754936218261
mig,1.0,4.365105628967285,16.656994819641113,1.8637704849243166
