mode,load,0_vgg16-2,1_efficientnet_b5-2,2_squeezenet1_1-2
mps-uncap,1.0,719.444988606004,125.6626965793715,955.4177423644918
mig,1.0,487.70283587780034,130.16030201058004,1155.6182118271995
