mode,load,0_densenet161-16,1_densenet161-16,2_densenet161-16,3_densenet161-16
mig,0.1,29.145129232572955,33.7211979990712,29.110766381532283,13.941847633551518
mig,0.2,62.789097644116396,59.52214988559656,58.39398965075565,32.30684623815607
mig,0.3,95.66092591712997,88.1330878565538,97.2150828331699,41.19535187307307
mig,0.4,107.54376805697919,129.88091916583556,119.64989983280594,62.07220596409844
mig,0.5,154.94209979588044,161.46579745645684,147.43976342737136,80.75741460321422
mig,0.6,178.47064032203778,170.65543864273204,188.3143090405643,99.46237558365341
mig,0.7,209.2622521593613,222.10528749709184,221.6191805919648,120.598331309363
mig,0.8,247.81448332774949,243.67479440391787,261.1352225883145,123.14743525057061
mig,0.9,287.94043516923864,275.12625408640395,260.3354697527732,142.5481932269228
mig,1.0,302.6429134410258,306.4497909118583,297.49726603016336,161.57040937118427
