mode,load,0_vgg13-8,1_alexnet-2,2_resnet34-8
mps-uncap,0.6,6.055116653442383,1.0576248168945312,4.584312438964844
mig,0.6,10.161638259887695,1.5091896057128906,6.8978071212768555
mps-uncap,0.7,6.151437759399414,0.9673833847045898,4.321694374084473
mig,0.7,10.0860595703125,1.4767646789550781,6.825923919677734
mps-uncap,0.8,6.259679794311523,0.9665489196777344,4.421591758728027
mig,0.8,10.151505470275879,1.481771469116211,6.866931915283203
mps-uncap,0.9,6.334424018859863,0.9791851043701172,4.638075828552246
mig,0.9,10.243773460388184,1.4870166778564453,6.96110725402832
mps-uncap,1.0,6.429433822631836,0.9958744049072266,5.432605743408203
mig,1.0,10.375738143920898,1.5027523040771484,7.053375244140625
mps-uncap,1.1,6.449222564697266,1.0821819305419922,5.971670150756836
mig,1.1,10.394096374511719,1.508951187133789,7.071495056152344
mps-uncap,1.2,6.500720977783203,1.444101333618164,8.162498474121094
mig,1.2,10.390758514404297,1.5087127685546875,7.070779800415039
mps-uncap,1.3,6.526827812194824,1.9216537475585938,9.682893753051758
mig,1.3,10.384559631347656,1.5060901641845703,7.063388824462891
