mode,load,0_vgg13-8,1_alexnet-2,2_resnet34-8
mps-uncap,0.6,0.028848648071289062,0.13113021850585938,0.030517578125
mig,0.6,3.8728713989257812,0.5915164947509766,3.112673759460449
mps-uncap,0.7,0.02574920654296875,0.5438327789306641,1.0467767715454102
mig,0.7,6.694436073303223,0.9028911590576172,4.783153533935547
mps-uncap,0.8,0.027894973754882812,1.5635490417480469,3.294229507446289
mig,0.8,10.641098022460938,1.5153884887695312,7.958650588989258
mps-uncap,0.9,1.1856555938720703,4.846692085266113,8.271455764770508
mig,0.9,24.883389472961426,3.1392574310302734,20.030856132507324
mps-uncap,1.0,2.9058456420898438,154.91712093353271,48.88105392456055
mig,1.0,600.3623008728027,11.496782302856445,139.7029161453247
mps-uncap,1.1,3.6509037017822266,2509.3168020248413,6927.0148277282715
mig,1.1,4467.876076698303,2660.2821350097656,3890.9887075424194
mps-uncap,1.2,5.372047424316406,12953.692436218262,10759.537935256958
mig,1.2,6506.8676471710205,5600.764989852905,6652.111768722534
mps-uncap,1.3,9.699702262878418,17130.812525749207,16424.02672767639
mig,1.3,10372.550964355469,8213.067770004272,9373.565912246704
