mode,load,0_efficientnet_b7-2,1_efficientnet_b7-2,2_mobilenet_v2-32,3_vgg11-32
mps-uncap,1.0,0.0007152557373046875,0.009775161743164062,0.000476837158203125,0.0007152557373046875
