mode,load,0_densenet161-16,1_mobilenet_v2-4,2_vgg11-8
mps-uncap,1.0,0.000476837158203125,0.005245208740234375,0.000476837158203125
mig,1.0,0.000476837158203125,0.0069141387939453125,0.000476837158203125
