mode,load,0_alexnet-8,1_mobilenet_v3_large-8,2_vgg16-2
mps-uncap,0.8,4.891300201416017,12.11643218994141,8.933115005493166
mps-uncap,0.9,8.177781105041506,25.61006546020508,19.187593460083004
mps-uncap,1.0,27.019858360290527,192.87152290344244,57.32855796813964
mps-uncap,0.5,2.6092529296875,13.005733489990234,4.953694343566895
mps-uncap,0.6,2.992391586303711,11.943912506103514,5.483722686767577
mps-uncap,0.7,3.593611717224121,11.637449264526367,7.156133651733399
mps-uncap,0.1,1.565694808959961,8.437108993530272,2.6761054992675786
mps-uncap,0.2,1.6757488250732422,11.049389839172363,3.000974655151367
mps-uncap,0.3,1.9004583358764648,12.538337707519531,3.4986495971679683
mps-uncap,0.4,2.348184585571289,13.267636299133304,4.1182756423950195
