mode,load,0_alexnet-8,1_mobilenet_v3_large-8,2_vgg16-2
mps-uncap,0.8,7.902231216430666,17.340030670166016,13.712463378906255
mps-uncap,0.9,13.35492610931396,48.51243972778319,50.13178825378424
mps-uncap,1.0,61.67511940002443,309.34231281280523,114.21589374542232
mps-uncap,0.5,2.93778896331787,16.228878498077368,5.735626220703122
mps-uncap,0.6,3.9821338653564347,14.593050479888912,6.371777057647706
mps-uncap,0.7,5.369532108306888,16.854190826416026,9.053378105163583
mps-uncap,0.1,1.0715913772582994,7.91336536407471,2.010788917541504
mps-uncap,0.2,1.3880062103271487,10.449540615081801,2.372562885284424
mps-uncap,0.3,1.6301202774047863,12.715151309967043,3.0541801452636483
mps-uncap,0.4,2.3380661010742183,15.681543350219727,4.492025375366209
