mode,load,0_alexnet-8,1_mobilenet_v3_large-8,2_vgg16-2
mps-uncap,0.8,3.3280372619628915,7.958602905273438,5.926179885864258
mps-uncap,0.9,6.487846374511719,20.64909934997559,15.80810546875
mps-uncap,1.0,25.292992591857946,187.43562698364258,53.781652450561516
mps-uncap,0.5,1.2214183807373047,7.504940032958984,2.378153800964356
mps-uncap,0.6,1.5491008758544926,7.036685943603516,2.7370452880859375
mps-uncap,0.7,2.1275520324707045,7.451057434082031,4.358077049255371
mps-uncap,0.1,0.0591278076171875,0.8785247802734367,0.06532669067382812
mps-uncap,0.2,0.30984878540039074,4.405379295349121,0.43201446533203125
mps-uncap,0.3,0.7129430770874026,6.006646156311034,1.167964935302733
mps-uncap,0.4,1.0512351989746092,6.915426254272462,1.7930984497070315
