mode,load,0_densenet201-4,1_densenet201-4,2_densenet201-4,3_densenet201-4
mig,0.1,25.468380194638332,25.895296920757854,29.275024977202744,15.168201482567033
mig,0.2,54.15851012326958,51.72279855122581,51.951627122848635,30.94862864955349
mig,0.3,81.88970236492821,75.679295825276,78.12101352134353,41.21339237727053
mig,0.4,106.35249114497996,105.10357560451477,102.54971041955407,60.38676084846279
mig,0.5,132.30643980758344,133.18361325363765,132.13543018630045,71.6251341695192
mig,0.6,157.45597410528686,153.13343193744817,159.57720779600677,86.9636860744457
mig,0.7,188.48798636594324,177.96137409257622,181.5998158919835,100.60323194746677
mig,0.8,221.61455855004763,212.34287093197548,204.05925811840206,115.66013022979688
mig,0.9,245.6548952117232,243.0581091114699,234.0581022693943,133.3560594795946
mig,1.0,266.02236638207114,266.07728369989894,265.2055310937548,146.79299297754596
